,GANomaly,DeepSAD,REPEN,DevNet,PReNet,FEAWAD,XGBOD
"('SVHN_1', 1.0, 3)",,,,,,,
"('10_cover', 0.0, 1)",,,,,,,
"('10_cover', 0.0, 2)",,,,,,,
"('10_cover', 0.0, 3)",,,,,,,
"('10_cover', 0.01, 1)",,,,,,,
"('10_cover', 0.01, 2)",,,,,,,
"('10_cover', 0.01, 3)",,,,,,,
"('10_cover', 0.05, 1)",,,,,,,
"('10_cover', 0.05, 2)",,,,,,,
"('10_cover', 0.05, 3)",,,,,,,
"('10_cover', 0.1, 1)",,,,,,,
"('10_cover', 0.1, 2)",,,,,,,
"('10_cover', 0.1, 3)",,,,,,,
"('10_cover', 0.25, 1)",,,,,,,
"('10_cover', 0.25, 2)",,,,,,,
"('10_cover', 0.25, 3)",,,,,,,
"('10_cover', 0.5, 1)",,,,,,,
"('10_cover', 0.5, 2)",,,,,,,
"('10_cover', 0.5, 3)",,,,,,,
"('10_cover', 0.75, 1)",,,,,,,
"('10_cover', 0.75, 2)",,,,,,,
"('10_cover', 0.75, 3)",,,,,,,
"('10_cover', 1.0, 1)",,,,,,,
"('10_cover', 1.0, 2)",,,,,,,
"('10_cover', 1.0, 3)",,,,,,,
"('MNIST-C_translate', 0.0, 1)",,,,,,,
"('MNIST-C_translate', 0.0, 2)",,,,,,,
"('MNIST-C_translate', 0.0, 3)",,,,,,,
"('MNIST-C_translate', 0.01, 1)",,,,,,,
"('MNIST-C_translate', 0.01, 2)",,,,,,,
"('MNIST-C_translate', 0.01, 3)",,,,,,,
"('MNIST-C_translate', 0.05, 1)",,,,,,,
"('MNIST-C_translate', 0.05, 2)",,,,,,,
"('MNIST-C_translate', 0.05, 3)",,,,,,,
"('MNIST-C_translate', 0.1, 1)",,,,,,,
"('MNIST-C_translate', 0.1, 2)",,,,,,,
"('MNIST-C_translate', 0.1, 3)",,,,,,,
"('MNIST-C_translate', 0.25, 1)",,,,,,,
"('MNIST-C_translate', 0.25, 2)",,,,,,,
"('MNIST-C_translate', 0.25, 3)",,,,,,,
"('MNIST-C_translate', 0.5, 1)",,,,,,,
"('MNIST-C_translate', 0.5, 2)",,,,,,,
"('MNIST-C_translate', 0.5, 3)",,,,,,,
"('MNIST-C_translate', 0.75, 1)",,,,,,,
"('MNIST-C_translate', 0.75, 2)",,,,,,,
"('MNIST-C_translate', 0.75, 3)",,,,,,,
"('MNIST-C_translate', 1.0, 1)",,,,,,,
"('MNIST-C_translate', 1.0, 2)",,,,,,,
"('MNIST-C_translate', 1.0, 3)",,,,,,,
"('11_donors', 0.0, 1)",,,,,,,
"('11_donors', 0.0, 2)",,,,,,,
"('11_donors', 0.0, 3)",,,,,,,
"('11_donors', 0.01, 1)",,,,,,,
"('11_donors', 0.01, 2)",,,,,,,
"('11_donors', 0.01, 3)",,,,,,,
"('11_donors', 0.05, 1)",,,,,,,
"('11_donors', 0.05, 2)",,,,,,,
"('11_donors', 0.05, 3)",,,,,,,
"('11_donors', 0.1, 1)",,,,,,,
"('11_donors', 0.1, 2)",,,,,,,
"('11_donors', 0.1, 3)",,,,,,,
"('11_donors', 0.25, 1)",,,,,,,
"('11_donors', 0.25, 2)",,,,,,,
"('11_donors', 0.25, 3)",,,,,,,
"('11_donors', 0.5, 1)",,,,,,,
"('11_donors', 0.5, 2)",,,,,,,
"('11_donors', 0.5, 3)",,,,,,,
"('11_donors', 0.75, 1)",,,,,,,
"('11_donors', 0.75, 2)",,,,,,,
"('11_donors', 0.75, 3)",,,,,,,
"('11_donors', 1.0, 1)",,,,,,,
"('11_donors', 1.0, 2)",,,,,,,
"('11_donors', 1.0, 3)",,,,,,,
"('13_fraud', 0.0, 1)",,,,,,,
"('13_fraud', 0.0, 2)",,,,,,,
"('13_fraud', 0.0, 3)",,,,,,,
"('13_fraud', 0.01, 1)",,,,,,,
"('13_fraud', 0.01, 2)",,,,,,,
"('13_fraud', 0.01, 3)",,,,,,,
"('13_fraud', 0.05, 1)",,,,,,,
"('13_fraud', 0.05, 2)",,,,,,,
"('13_fraud', 0.05, 3)",,,,,,,
"('13_fraud', 0.1, 1)",,,,,,,
"('13_fraud', 0.1, 2)",,,,,,,
"('13_fraud', 0.1, 3)",,,,,,,
"('13_fraud', 0.25, 1)",,,,,,,
"('13_fraud', 0.25, 2)",,,,,,,
"('13_fraud', 0.25, 3)",,,,,,,
"('13_fraud', 0.5, 1)",,,,,,,
"('13_fraud', 0.5, 2)",,,,,,,
"('13_fraud', 0.5, 3)",,,,,,,
"('13_fraud', 0.75, 1)",,,,,,,
"('13_fraud', 0.75, 2)",,,,,,,
"('13_fraud', 0.75, 3)",,,,,,,
"('13_fraud', 1.0, 1)",,,,,,,
"('13_fraud', 1.0, 2)",,,,,,,
"('13_fraud', 1.0, 3)",,,,,,,
"('16_http', 0.0, 1)",,,,,,,
"('16_http', 0.0, 2)",,,,,,,
"('16_http', 0.0, 3)",,,,,,,
"('16_http', 0.01, 1)",,,,,,,
"('16_http', 0.01, 2)",,,,,,,
"('16_http', 0.01, 3)",,,,,,,
"('16_http', 0.05, 1)",,,,,,,
"('16_http', 0.05, 2)",,,,,,,
"('16_http', 0.05, 3)",,,,,,,
"('16_http', 0.1, 1)",,,,,,,
"('16_http', 0.1, 2)",,,,,,,
"('16_http', 0.1, 3)",,,,,,,
"('16_http', 0.25, 1)",,,,,,,
"('16_http', 0.25, 2)",,,,,,,
"('16_http', 0.25, 3)",,,,,,,
"('16_http', 0.5, 1)",,,,,,,
"('16_http', 0.5, 2)",,,,,,,
"('16_http', 0.5, 3)",,,,,,,
"('16_http', 0.75, 1)",,,,,,,
"('16_http', 0.75, 2)",,,,,,,
"('16_http', 0.75, 3)",,,,,,,
"('16_http', 1.0, 1)",,,,,,,
"('16_http', 1.0, 2)",,,,,,,
"('16_http', 1.0, 3)",,,,,,,
"('1_ALOI', 0.0, 1)",,,,,,,
"('1_ALOI', 0.0, 2)",,,,,,,
"('1_ALOI', 0.0, 3)",,,,,,,
"('1_ALOI', 0.01, 1)",,,,,,,
"('1_ALOI', 0.01, 2)",,,,,,,
"('1_ALOI', 0.01, 3)",,,,,,,
"('1_ALOI', 0.05, 1)",,,,,,,
"('1_ALOI', 0.05, 2)",,,,,,,
"('1_ALOI', 0.05, 3)",,,,,,,
"('1_ALOI', 0.1, 1)",,,,,,,
"('1_ALOI', 0.1, 2)",,,,,,,
"('1_ALOI', 0.1, 3)",,,,,,,
"('1_ALOI', 0.25, 1)",,,,,,,
"('1_ALOI', 0.25, 2)",,,,,,,
"('1_ALOI', 0.25, 3)",,,,,,,
"('1_ALOI', 0.5, 1)",,,,,,,
"('1_ALOI', 0.5, 2)",,,,,,,
"('1_ALOI', 0.5, 3)",,,,,,,
"('1_ALOI', 0.75, 1)",,,,,,,
"('1_ALOI', 0.75, 2)",,,,,,,
"('1_ALOI', 0.75, 3)",,,,,,,
"('1_ALOI', 1.0, 1)",,,,,,,
"('1_ALOI', 1.0, 2)",,,,,,,
"('1_ALOI', 1.0, 3)",,,,,,,
"('22_magic.gamma', 0.0, 1)",,,,,,,
"('22_magic.gamma', 0.0, 2)",,,,,,,
"('22_magic.gamma', 0.0, 3)",,,,,,,
"('22_magic.gamma', 0.01, 1)",,,,,,,
"('22_magic.gamma', 0.01, 2)",,,,,,,
"('22_magic.gamma', 0.01, 3)",,,,,,,
"('22_magic.gamma', 0.05, 1)",,,,,,,
"('22_magic.gamma', 0.05, 2)",,,,,,,
"('22_magic.gamma', 0.05, 3)",,,,,,,
"('22_magic.gamma', 0.1, 1)",,,,,,,
"('22_magic.gamma', 0.1, 2)",,,,,,,
"('22_magic.gamma', 0.1, 3)",,,,,,,
"('22_magic.gamma', 0.25, 1)",,,,,,,
"('22_magic.gamma', 0.25, 2)",,,,,,,
"('22_magic.gamma', 0.25, 3)",,,,,,,
"('22_magic.gamma', 0.5, 1)",,,,,,,
"('22_magic.gamma', 0.5, 2)",,,,,,,
"('22_magic.gamma', 0.5, 3)",,,,,,,
"('22_magic.gamma', 0.75, 1)",,,,,,,
"('22_magic.gamma', 0.75, 2)",,,,,,,
"('22_magic.gamma', 0.75, 3)",,,,,,,
"('22_magic.gamma', 1.0, 1)",,,,,,,
"('22_magic.gamma', 1.0, 2)",,,,,,,
"('22_magic.gamma', 1.0, 3)",,,,,,,
"('23_mammography', 0.0, 1)",,,,,,,
"('23_mammography', 0.0, 2)",,,,,,,
"('23_mammography', 0.0, 3)",,,,,,,
"('23_mammography', 0.01, 1)",,,,,,,
"('23_mammography', 0.01, 2)",,,,,,,
"('23_mammography', 0.01, 3)",,,,,,,
"('23_mammography', 0.05, 1)",,,,,,,
"('23_mammography', 0.05, 2)",,,,,,,
"('23_mammography', 0.05, 3)",,,,,,,
"('23_mammography', 0.1, 1)",,,,,,,
"('23_mammography', 0.1, 2)",,,,,,,
"('23_mammography', 0.1, 3)",,,,,,,
"('23_mammography', 0.25, 1)",,,,,,,
"('23_mammography', 0.25, 2)",,,,,,,
"('23_mammography', 0.25, 3)",,,,,,,
"('23_mammography', 0.5, 1)",,,,,,,
"('23_mammography', 0.5, 2)",,,,,,,
"('23_mammography', 0.5, 3)",,,,,,,
"('23_mammography', 0.75, 1)",,,,,,,
"('23_mammography', 0.75, 2)",,,,,,,
"('23_mammography', 0.75, 3)",,,,,,,
"('23_mammography', 1.0, 1)",,,,,,,
"('23_mammography', 1.0, 2)",,,,,,,
"('23_mammography', 1.0, 3)",,,,,,,
"('32_shuttle', 0.0, 1)",,,,,,,
"('32_shuttle', 0.0, 2)",,,,,,,
"('32_shuttle', 0.0, 3)",,,,,,,
"('32_shuttle', 0.01, 1)",,,,,,,
"('32_shuttle', 0.01, 2)",,,,,,,
"('32_shuttle', 0.01, 3)",,,,,,,
"('32_shuttle', 0.05, 1)",,,,,,,
"('32_shuttle', 0.05, 2)",,,,,,,
"('32_shuttle', 0.05, 3)",,,,,,,
"('32_shuttle', 0.1, 1)",,,,,,,
"('32_shuttle', 0.1, 2)",,,,,,,
"('32_shuttle', 0.1, 3)",,,,,,,
"('32_shuttle', 0.25, 1)",,,,,,,
"('32_shuttle', 0.25, 2)",,,,,,,
"('32_shuttle', 0.25, 3)",,,,,,,
"('32_shuttle', 0.5, 1)",,,,,,,
"('32_shuttle', 0.5, 2)",,,,,,,
"('32_shuttle', 0.5, 3)",,,,,,,
"('32_shuttle', 0.75, 1)",,,,,,,
"('32_shuttle', 0.75, 2)",,,,,,,
"('32_shuttle', 0.75, 3)",,,,,,,
"('32_shuttle', 1.0, 1)",,,,,,,
"('32_shuttle', 1.0, 2)",,,,,,,
"('32_shuttle', 1.0, 3)",,,,,,,
"('33_skin', 0.0, 1)",,,,,,,
"('33_skin', 0.0, 2)",,,,,,,
"('33_skin', 0.0, 3)",,,,,,,
"('33_skin', 0.01, 1)",,,,,,,
"('33_skin', 0.01, 2)",,,,,,,
"('33_skin', 0.01, 3)",,,,,,,
"('33_skin', 0.05, 1)",,,,,,,
"('33_skin', 0.05, 2)",,,,,,,
"('33_skin', 0.05, 3)",,,,,,,
"('33_skin', 0.1, 1)",,,,,,,
"('33_skin', 0.1, 2)",,,,,,,
"('33_skin', 0.1, 3)",,,,,,,
"('33_skin', 0.25, 1)",,,,,,,
"('33_skin', 0.25, 2)",,,,,,,
"('33_skin', 0.25, 3)",,,,,,,
"('33_skin', 0.5, 1)",,,,,,,
"('33_skin', 0.5, 2)",,,,,,,
"('33_skin', 0.5, 3)",,,,,,,
"('33_skin', 0.75, 1)",,,,,,,
"('33_skin', 0.75, 2)",,,,,,,
"('33_skin', 0.75, 3)",,,,,,,
"('33_skin', 1.0, 1)",,,,,,,
"('33_skin', 1.0, 2)",,,,,,,
"('33_skin', 1.0, 3)",,,,,,,
"('34_smtp', 0.0, 1)",,,,,,,
"('34_smtp', 0.0, 2)",,,,,,,
"('34_smtp', 0.0, 3)",,,,,,,
"('34_smtp', 0.01, 1)",,,,,,,
"('34_smtp', 0.01, 2)",,,,,,,
"('34_smtp', 0.01, 3)",,,,,,,
"('34_smtp', 0.05, 1)",,,,,,,
"('34_smtp', 0.05, 2)",,,,,,,
"('34_smtp', 0.05, 3)",,,,,,,
"('34_smtp', 0.1, 1)",,,,,,,
"('34_smtp', 0.1, 2)",,,,,,,
"('34_smtp', 0.1, 3)",,,,,,,
"('34_smtp', 0.25, 1)",,,,,,,
"('34_smtp', 0.25, 2)",,,,,,,
"('34_smtp', 0.25, 3)",,,,,,,
"('34_smtp', 0.5, 1)",,,,,,,
"('34_smtp', 0.5, 2)",,,,,,,
"('34_smtp', 0.5, 3)",,,,,,,
"('34_smtp', 0.75, 1)",,,,,,,
"('34_smtp', 0.75, 2)",,,,,,,
"('34_smtp', 0.75, 3)",,,,,,,
"('34_smtp', 1.0, 1)",,,,,,,
"('34_smtp', 1.0, 2)",,,,,,,
"('34_smtp', 1.0, 3)",,,,,,,
"('3_backdoor', 0.0, 1)",,,,,,,
"('3_backdoor', 0.0, 2)",,,,,,,
"('3_backdoor', 0.0, 3)",,,,,,,
"('3_backdoor', 0.01, 1)",,,,,,,
"('3_backdoor', 0.01, 2)",,,,,,,
"('3_backdoor', 0.01, 3)",,,,,,,
"('3_backdoor', 0.05, 1)",,,,,,,
"('3_backdoor', 0.05, 2)",,,,,,,
"('3_backdoor', 0.05, 3)",,,,,,,
"('3_backdoor', 0.1, 1)",,,,,,,
"('3_backdoor', 0.1, 2)",,,,,,,
"('3_backdoor', 0.1, 3)",,,,,,,
"('3_backdoor', 0.25, 1)",,,,,,,
"('3_backdoor', 0.25, 2)",,,,,,,
"('3_backdoor', 0.25, 3)",,,,,,,
"('3_backdoor', 0.5, 1)",,,,,,,
"('3_backdoor', 0.5, 2)",,,,,,,
"('3_backdoor', 0.5, 3)",,,,,,,
"('3_backdoor', 0.75, 1)",,,,,,,
"('3_backdoor', 0.75, 2)",,,,,,,
"('3_backdoor', 0.75, 3)",,,,,,,
"('3_backdoor', 1.0, 1)",,,,,,,
"('3_backdoor', 1.0, 2)",,,,,,,
"('3_backdoor', 1.0, 3)",,,,,,,
"('5_campaign', 0.0, 1)",,,,,,,
"('5_campaign', 0.0, 2)",,,,,,,
"('5_campaign', 0.0, 3)",,,,,,,
"('5_campaign', 0.01, 1)",,,,,,,
"('5_campaign', 0.01, 2)",,,,,,,
"('5_campaign', 0.01, 3)",,,,,,,
"('5_campaign', 0.05, 1)",,,,,,,
"('5_campaign', 0.05, 2)",,,,,,,
"('5_campaign', 0.05, 3)",,,,,,,
"('5_campaign', 0.1, 1)",,,,,,,
"('5_campaign', 0.1, 2)",,,,,,,
"('5_campaign', 0.1, 3)",,,,,,,
"('5_campaign', 0.25, 1)",,,,,,,
"('5_campaign', 0.25, 2)",,,,,,,
"('5_campaign', 0.25, 3)",,,,,,,
"('5_campaign', 0.5, 1)",,,,,,,
"('5_campaign', 0.5, 2)",,,,,,,
"('5_campaign', 0.5, 3)",,,,,,,
"('5_campaign', 0.75, 1)",,,,,,,
"('5_campaign', 0.75, 2)",,,,,,,
"('5_campaign', 0.75, 3)",,,,,,,
"('5_campaign', 1.0, 1)",,,,,,,
"('5_campaign', 1.0, 2)",,,,,,,
"('5_campaign', 1.0, 3)",,,,,,,
"('8_celeba', 0.0, 1)",,,,,,,
"('8_celeba', 0.0, 2)",,,,,,,
"('8_celeba', 0.0, 3)",,,,,,,
"('8_celeba', 0.01, 1)",,,,,,,
"('8_celeba', 0.01, 2)",,,,,,,
"('8_celeba', 0.01, 3)",,,,,,,
"('8_celeba', 0.05, 1)",,,,,,,
"('8_celeba', 0.05, 2)",,,,,,,
"('8_celeba', 0.05, 3)",,,,,,,
"('8_celeba', 0.1, 1)",,,,,,,
"('8_celeba', 0.1, 2)",,,,,,,
"('8_celeba', 0.1, 3)",,,,,,,
"('8_celeba', 0.25, 1)",,,,,,,
"('8_celeba', 0.25, 2)",,,,,,,
"('8_celeba', 0.25, 3)",,,,,,,
"('8_celeba', 0.5, 1)",,,,,,,
"('8_celeba', 0.5, 2)",,,,,,,
"('8_celeba', 0.5, 3)",,,,,,,
"('8_celeba', 0.75, 1)",,,,,,,
"('8_celeba', 0.75, 2)",,,,,,,
"('8_celeba', 0.75, 3)",,,,,,,
"('8_celeba', 1.0, 1)",,,,,,,
"('8_celeba', 1.0, 2)",,,,,,,
"('8_celeba', 1.0, 3)",,,,,,,
"('9_census', 0.0, 1)",,,,,,,
"('9_census', 0.0, 2)",,,,,,,
"('9_census', 0.0, 3)",,,,,,,
"('9_census', 0.01, 1)",,,,,,,
"('9_census', 0.01, 2)",,,,,,,
"('9_census', 0.01, 3)",,,,,,,
"('9_census', 0.05, 1)",,,,,,,
"('9_census', 0.05, 2)",,,,,,,
"('9_census', 0.05, 3)",,,,,,,
"('9_census', 0.1, 1)",,,,,,,
"('9_census', 0.1, 2)",,,,,,,
"('9_census', 0.1, 3)",,,,,,,
"('9_census', 0.25, 1)",,,,,,,
"('9_census', 0.25, 2)",,,,,,,
"('9_census', 0.25, 3)",,,,,,,
"('9_census', 0.5, 1)",,,,,,,
"('9_census', 0.5, 2)",,,,,,,
"('9_census', 0.5, 3)",,,,,,,
"('9_census', 0.75, 1)",,,,,,,
"('9_census', 0.75, 2)",,,,,,,
"('9_census', 0.75, 3)",,,,,,,
"('9_census', 1.0, 1)",,,,,,,
"('9_census', 1.0, 2)",,,,,,,
"('9_census', 1.0, 3)",,,,,,,
"('MNIST-C_zigzag', 0.0, 1)",,,,,,,
"('MNIST-C_zigzag', 0.0, 2)",,,,,,,
"('MNIST-C_zigzag', 0.0, 3)",,,,,,,
"('MNIST-C_zigzag', 0.01, 1)",,,,,,,
"('MNIST-C_zigzag', 0.01, 2)",,,,,,,
"('MNIST-C_zigzag', 0.01, 3)",,,,,,,
"('MNIST-C_zigzag', 0.05, 1)",,,,,,,
"('MNIST-C_zigzag', 0.05, 2)",,,,,,,
"('MNIST-C_zigzag', 0.05, 3)",,,,,,,
"('MNIST-C_zigzag', 0.1, 1)",,,,,,,
"('MNIST-C_zigzag', 0.1, 2)",,,,,,,
"('MNIST-C_zigzag', 0.1, 3)",,,,,,,
"('MNIST-C_zigzag', 0.25, 1)",,,,,,,
"('MNIST-C_zigzag', 0.25, 2)",,,,,,,
"('MNIST-C_zigzag', 0.25, 3)",,,,,,,
"('MNIST-C_zigzag', 0.5, 1)",,,,,,,
"('MNIST-C_zigzag', 0.5, 2)",,,,,,,
"('MNIST-C_zigzag', 0.5, 3)",,,,,,,
"('MNIST-C_zigzag', 0.75, 1)",,,,,,,
"('MNIST-C_zigzag', 0.75, 2)",,,,,,,
"('MNIST-C_zigzag', 0.75, 3)",,,,,,,
"('MNIST-C_zigzag', 1.0, 1)",,,,,,,
"('MNIST-C_zigzag', 1.0, 2)",,,,,,,
"('MNIST-C_zigzag', 1.0, 3)",,,,,,,
"('imdb', 0.0, 1)",,,,,,,
"('imdb', 0.0, 2)",,,,,,,
"('imdb', 0.0, 3)",,,,,,,
"('imdb', 0.01, 1)",,,,,,,
"('imdb', 0.01, 2)",,,,,,,
"('imdb', 0.01, 3)",,,,,,,
"('imdb', 0.05, 1)",,,,,,,
"('imdb', 0.05, 2)",,,,,,,
"('imdb', 0.05, 3)",,,,,,,
"('imdb', 0.1, 1)",,,,,,,
"('imdb', 0.1, 2)",,,,,,,
"('imdb', 0.1, 3)",,,,,,,
"('imdb', 0.25, 1)",,,,,,,
"('imdb', 0.25, 2)",,,,,,,
"('imdb', 0.25, 3)",,,,,,,
"('imdb', 0.5, 1)",,,,,,,
"('imdb', 0.5, 2)",,,,,,,
"('imdb', 0.5, 3)",,,,,,,
"('imdb', 0.75, 1)",,,,,,,
"('imdb', 0.75, 2)",,,,,,,
"('imdb', 0.75, 3)",,,,,,,
"('imdb', 1.0, 1)",,,,,,,
"('imdb', 1.0, 2)",,,,,,,
"('imdb', 1.0, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.0, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.0, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.0, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.01, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.01, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.01, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.05, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.05, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.05, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.1, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.1, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.1, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.25, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.25, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.25, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.5, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.5, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.5, 3)",,,,,,,
"('MNIST-C_canny_edges', 0.75, 1)",,,,,,,
"('MNIST-C_canny_edges', 0.75, 2)",,,,,,,
"('MNIST-C_canny_edges', 0.75, 3)",,,,,,,
"('MNIST-C_canny_edges', 1.0, 1)",,,,,,,
"('MNIST-C_canny_edges', 1.0, 2)",,,,,,,
"('MNIST-C_canny_edges', 1.0, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.0, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.0, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.0, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.01, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.01, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.01, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.05, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.05, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.05, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.1, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.1, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.1, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.25, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.25, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.25, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.5, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.5, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.5, 3)",,,,,,,
"('MNIST-C_dotted_line', 0.75, 1)",,,,,,,
"('MNIST-C_dotted_line', 0.75, 2)",,,,,,,
"('MNIST-C_dotted_line', 0.75, 3)",,,,,,,
"('MNIST-C_dotted_line', 1.0, 1)",,,,,,,
"('MNIST-C_dotted_line', 1.0, 2)",,,,,,,
"('MNIST-C_dotted_line', 1.0, 3)",,,,,,,
"('MNIST-C_fog', 0.0, 1)",,,,,,,
"('MNIST-C_fog', 0.0, 2)",,,,,,,
"('MNIST-C_fog', 0.0, 3)",,,,,,,
"('MNIST-C_fog', 0.01, 1)",,,,,,,
"('MNIST-C_fog', 0.01, 2)",,,,,,,
"('MNIST-C_fog', 0.01, 3)",,,,,,,
"('MNIST-C_fog', 0.05, 1)",,,,,,,
"('MNIST-C_fog', 0.05, 2)",,,,,,,
"('MNIST-C_fog', 0.05, 3)",,,,,,,
"('MNIST-C_fog', 0.1, 1)",,,,,,,
"('MNIST-C_fog', 0.1, 2)",,,,,,,
"('MNIST-C_fog', 0.1, 3)",,,,,,,
"('MNIST-C_fog', 0.25, 1)",,,,,,,
"('MNIST-C_fog', 0.25, 2)",,,,,,,
"('MNIST-C_fog', 0.25, 3)",,,,,,,
"('MNIST-C_fog', 0.5, 1)",,,,,,,
"('MNIST-C_fog', 0.5, 2)",,,,,,,
"('MNIST-C_fog', 0.5, 3)",,,,,,,
"('MNIST-C_fog', 0.75, 1)",,,,,,,
"('MNIST-C_fog', 0.75, 2)",,,,,,,
"('MNIST-C_fog', 0.75, 3)",,,,,,,
"('MNIST-C_fog', 1.0, 1)",,,,,,,
"('MNIST-C_fog', 1.0, 2)",,,,,,,
"('MNIST-C_fog', 1.0, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.0, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.0, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.0, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.01, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.01, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.01, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.05, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.05, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.05, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.1, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.1, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.1, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.25, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.25, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.25, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.5, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.5, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.5, 3)",,,,,,,
"('MNIST-C_glass_blur', 0.75, 1)",,,,,,,
"('MNIST-C_glass_blur', 0.75, 2)",,,,,,,
"('MNIST-C_glass_blur', 0.75, 3)",,,,,,,
"('MNIST-C_glass_blur', 1.0, 1)",,,,,,,
"('MNIST-C_glass_blur', 1.0, 2)",,,,,,,
"('MNIST-C_glass_blur', 1.0, 3)",,,,,,,
"('MNIST-C_identity', 0.0, 1)",,,,,,,
"('MNIST-C_identity', 0.0, 2)",,,,,,,
"('MNIST-C_identity', 0.0, 3)",,,,,,,
"('MNIST-C_identity', 0.01, 1)",,,,,,,
"('MNIST-C_identity', 0.01, 2)",,,,,,,
"('MNIST-C_identity', 0.01, 3)",,,,,,,
"('MNIST-C_identity', 0.05, 1)",,,,,,,
"('MNIST-C_identity', 0.05, 2)",,,,,,,
"('MNIST-C_identity', 0.05, 3)",,,,,,,
"('MNIST-C_identity', 0.1, 1)",,,,,,,
"('MNIST-C_identity', 0.1, 2)",,,,,,,
"('MNIST-C_identity', 0.1, 3)",,,,,,,
"('MNIST-C_identity', 0.25, 1)",,,,,,,
"('MNIST-C_identity', 0.25, 2)",,,,,,,
"('MNIST-C_identity', 0.25, 3)",,,,,,,
"('MNIST-C_identity', 0.5, 1)",,,,,,,
"('MNIST-C_identity', 0.5, 2)",,,,,,,
"('MNIST-C_identity', 0.5, 3)",,,,,,,
"('MNIST-C_identity', 0.75, 1)",,,,,,,
"('MNIST-C_identity', 0.75, 2)",,,,,,,
"('MNIST-C_identity', 0.75, 3)",,,,,,,
"('MNIST-C_identity', 1.0, 1)",,,,,,,
"('MNIST-C_identity', 1.0, 2)",,,,,,,
"('MNIST-C_identity', 1.0, 3)",,,,,,,
"('MNIST-C_impulse_noise', 0.0, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.0, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.0, 3)",,,,,,,
"('MNIST-C_impulse_noise', 0.01, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.01, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.01, 3)",,,,,,,
"('MNIST-C_impulse_noise', 0.05, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.05, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.05, 3)",,,,,,,
"('MNIST-C_impulse_noise', 0.1, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.1, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.1, 3)",,,,,,,
